ASSET_TYPE,TYPE_DESCRIPTION,DEDICATION,ORIENTATION,PLAQUE,MANUFACTURER,PLAQUE_SPONSOR,FINISH_TYPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,longitude,latitude,location
3,MEMORIAL BENCH,DOROTHY ELAINE SMITH,S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 2,PKD503,PARKDALE-PARKDALE BLVD X FRM 28 ST NW ALONG RIVER PATH.,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.12745270636081,51.05446387874975,"(51.05446387874975, -114.12745270636081)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,ACR 3,EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0699930229651,51.05349475641524,"(51.05349475641524, -114.0699930229651)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PLASTICIZED,,CPF852,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.94167329412647,50.91234925585547,"(50.91234925585547, -113.94167329412647)"
3,MEMORIAL BENCH,BARBARA MARJORIE COE (NEE NEIL),NW,PRESENT,,,LACQUERED WOOD,,RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.02868907143024,50.97513252850434,"(50.97513252850434, -114.02868907143024)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 2,EAU120,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07291178554283,51.05555081965098,"(51.05555081965098, -114.07291178554283)"
1,BLEACHER,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,MON291,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,-114.17060621215158,51.07314230917191,"(51.07314230917191, -114.17060621215158)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,VILMAC SYSTEMS,,NATURAL WOOD,,LIV001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06439946969428,51.189319933083446,"(51.189319933083446, -114.06439946969428)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,HAW978,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.18441460717405,51.12487975187218,"(51.12487975187218, -114.18441460717405)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE IDENTIFIED,,09Q787,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.9433375596818,51.035101282885535,"(51.035101282885535, -113.9433375596818)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,,DIS100,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,-114.19212677161782,51.00950421470904,"(51.00950421470904, -114.19212677161782)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,COMPOSITE MATERIAL,MCT775,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.97262221850698,50.92655279095441,"(50.92655279095441, -113.97262221850698)"
1,BLEACHER,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,WBN315,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,-114.1183390675044,50.936650330232325,"(50.936650330232325, -114.1183390675044)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PLASTICIZED,,APP574,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.92664228648907,51.04255852206515,"(51.04255852206515, -113.92664228648907)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13899564360389,50.99287948792409,"(50.99287948792409, -114.13899564360389)"
5,PARKS BENCH,,S,NOT APPLICABLE,,,PAINTED,2015_ACR 3 ASSET DISCOVERED,BRD774,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04393544615867,51.052275426755486,"(51.052275426755486, -114.04393544615867)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,STR507,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.18570964047343,51.05140122105354,"(51.05140122105354, -114.18570964047343)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13648482261858,50.99207744570343,"(50.99207744570343, -114.13648482261858)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PLASTICIZED,,MCT831,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.962128589381,50.91018202497231,"(50.91018202497231, -113.962128589381)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,POWDER COATED,,MAH002,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.92111586483783,50.900609649624165,"(50.900609649624165, -113.92111586483783)"
3,MEMORIAL BENCH,"PARKS FOUNDATION CALGARY, CITY OF CALGARY PARKS, MILLICAN OGDEN COMMUNITY ASSOCIATION, IMPERIAL OIL, ALTALINK",W,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,XX ACR 3 GRAFFITI,OGD806,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.00365754887682,50.98719856693799,"(50.98719856693799, -114.00365754887682)"
3,MEMORIAL BENCH,ENMAX,NE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,DO NOT RETIRE WITHOUT CHANGE REQUEST FROM AMENITIES,DNW134,,CALGARY PARKS,CALGARY PARKS,BENCHES MAY BE MOVED DURING YEAR - PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.0927253514271,51.04586039182507,"(51.04586039182507, -114.0927253514271)"
5,PARKS BENCH,,W,NOT APPLICABLE,,,NATURAL WOOD,,PKD503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13846739921581,51.05652056503763,"(51.05652056503763, -114.13846739921581)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,CHA836,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04672848152201,50.88562411172495,"(50.88562411172495, -114.04672848152201)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,MEA364,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07979357276918,50.995215423173676,"(50.995215423173676, -114.07979357276918)"
3,MEMORIAL BENCH,HUNT'S-AUSTIN'S-BOURQUE'S,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 3,ROX263,ROXBORO PARK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.06512725921466,51.026189611687435,"(51.026189611687435, -114.06512725921466)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,LACQUERED WOOD,,SIG907,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1726007454283,51.03652646341581,"(51.03652646341581, -114.1726007454283)"
3,MEMORIAL BENCH,"ANDY, MARG & JOHN BALLIE",SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 2,PKH200,STANLEY PRK-NORTHERN REACH,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.06921588242199,51.02033343056474,"(51.02033343056474, -114.06921588242199)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,MNI211,,CALGARY PARKS,CALGARY PARKS,READER ROCK GARDEN,ACTIVE,-114.05596519640154,51.03006965240885,"(51.03006965240885, -114.05596519640154)"
5,MEMORIAL BENCH,DAVID SARTORELLI,W,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,2015_ACR 2,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.15594850057968,51.064312600354725,"(51.064312600354725, -114.15594850057968)"
3,MEMORIAL BENCH,SZABO,N,PRESENT,,,,,CHW402,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.11124820251005,51.080816292646055,"(51.080816292646055, -114.11124820251005)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,COMOSITE WITHOUT FINISH,ACR 2,MON291,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17401562936917,51.07777012367198,"(51.07777012367198, -114.17401562936917)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,DECORATIVE MATERIAL,,BLN016,,CALGARY PARKS,CALGARY PARKS,WOOD & CONCRETE PIXEL BENCH,ACTIVE,-114.08385534162493,51.04179705011523,"(51.04179705011523, -114.08385534162493)"
3,MEMORIAL BENCH,BILLIE & ERNIE REECE,NW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,GDL884,"GLENDALE-GROVEHILL ROAD & 45 ST. SW, WEST SIDE",CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.15508245779063,51.03412076882577,"(51.03412076882577, -114.15508245779063)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,"AS PER M REID; REMOVED DUE TO CONSTRUCTION, NOT FLOOD;  acr 2",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.22795303172957,51.0983706676297,"(51.0983706676297, -114.22795303172957)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,MAGLIN,,NATURAL WOOD,,SGH008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1238998599269,51.17364553219895,"(51.17364553219895, -114.1238998599269)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,POWDER COATED,,BNF322,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.10848617780451,51.06952261094068,"(51.06952261094068, -114.10848617780451)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,VAR431,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.14590702830914,51.085078567614225,"(51.085078567614225, -114.14590702830914)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,LACQUERED WOOD,ACR 3,EAU131,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07008003673168,51.05400815665914,"(51.05400815665914, -114.07008003673168)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,HID539,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.10188232648318,51.1498429407227,"(51.1498429407227, -114.10188232648318)"
3,MEMORIAL BENCH,NOT APPLICABLE,W,NOT INSTALLED,,,NATURAL WOOD,INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,TAR004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.92315054786171,51.11017085802806,"(51.11017085802806, -113.92315054786171)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PLASTICIZED,ACR 3,SSD473,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07619614490243,51.06017118562317,"(51.06017118562317, -114.07619614490243)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,XX ACR 3 GRAFFITI ON SEAT,TAR001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.92529302297928,51.12473956328613,"(51.12473956328613, -113.92529302297928)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,NATURAL WOOD,,ROC671,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.23973686079239,51.13996656197941,"(51.13996656197941, -114.23973686079239)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,POWDER COATED,"""MINGLE TABLES""",SET014,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.95239425431609,50.88057731795108,"(50.88057731795108, -113.95239425431609)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,DIS100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.20688651713871,51.009703704842906,"(51.009703704842906, -114.20688651713871)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,LACQUERED WOOD,,SGH008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12941052960907,51.170896242740916,"(51.170896242740916, -114.12941052960907)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,NEB845,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.95061121914608,50.91544023674309,"(50.91544023674309, -113.95061121914608)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,RIC700,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12448053128495,51.0229792154269,"(51.0229792154269, -114.12448053128495)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,BLN004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08883133763192,51.03992656169392,"(51.03992656169392, -114.08883133763192)"
5,PARKS BENCH,,W,NOT APPLICABLE,,,PAINTED,INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,ING036,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.02052005661837,51.04329553993425,"(51.04329553993425, -114.02052005661837)"
3,MEMORIAL BENCH,IN MEMORY OF SARAH & MARTY FINE HARVEY FINE,E,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,REFURBISHED AND PLAQUE REPLACED 8/21/2018,BRT346,SANDY BEACH E-50' S ON PATH FRM PARKNG LOT AT RIVERDALE AVE SW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.09213633563283,51.01498700140366,"(51.01498700140366, -114.09213633563283)"
5,PARKS BENCH,,S,NOT APPLICABLE,,,NATURAL WOOD,"2015_ACR 2 NEW ASSET DISCOVERED, NO BACKREST",RAM415,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04764139975342,51.03860470002878,"(51.03860470002878, -114.04764139975342)"
3,MEMORIAL BENCH,SANDRA SUSAN NEWELL,SE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,FLD ACR 2.,RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.03265958678507,50.97729298131687,"(50.97729298131687, -114.03265958678507)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,KIL620,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12714625296297,51.02877169303193,"(51.02877169303193, -114.12714625296297)"
3,MEMORIAL BENCH,,NW,NOT INSTALLED,MAGLIN,,NATURAL WOOD,PARKS FOUNDATION SE CALGARY PH2A GREENWAY,ESH004,PARKS FOUNDATION SE CALGARY PH2A GREENWAY,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.92235613336602,50.93992768103682,"(50.93992768103682, -113.92235613336602)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 3,ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08978021899279,51.01030933409301,"(51.01030933409301, -114.08978021899279)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,SVO869,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09059600672896,50.880979553605286,"(50.880979553605286, -114.09059600672896)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,STR797,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.16746466267047,51.04974753629242,"(51.04974753629242, -114.16746466267047)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,SOC642,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09644410321371,51.0250582913141,"(51.0250582913141, -114.09644410321371)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.15662955439579,51.06201637910594,"(51.06201637910594, -114.15662955439579)"
3,MEMORIAL BENCH,LEORA (LEE) MAY KAISER,S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,GPK704,N. GLENMORE PRK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.12429798081705,50.98641777259115,"(50.98641777259115, -114.12429798081705)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,ACR 3 FL ACR 4 BOARDS SPLIT,ING999,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.01420121516824,51.03678709831703,"(51.03678709831703, -114.01420121516824)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,LACQUERED WOOD,,BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.068569571836,51.04091137883565,"(51.04091137883565, -114.068569571836)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,POWDER COATED,"XX ACR 2 SEAT AND BACK ARE PLASTICIZED, ARMRESTS ARE PAINTED.",CHA835,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.02034985265017,50.88314572667019,"(50.88314572667019, -114.02034985265017)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13699109560203,50.99159437132227,"(50.99159437132227, -114.13699109560203)"
3,MEMORIAL BENCH,DR GEORGE GAYTON RICHMOND,NE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,CAP670,CONFEDERATION PARK - BH CONFEDERATION PK LODGE,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.08974527457859,51.07272888922722,"(51.07272888922722, -114.08974527457859)"
3,MEMORIAL BENCH,REV DAVID TAO-YUNG WEN,SW,PRESENT,,NOT PARKS FOUNDATION - INVESTIGATE,PLASTICIZED,INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,CHN113,SIEN LOK PARK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.0640467441148,51.05265983838213,"(51.05265983838213, -114.0640467441148)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,LEG001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0212649508339,50.86034662005479,"(50.86034662005479, -114.0212649508339)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PLASTICIZED,METAL,CIT967,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17690535230508,51.148736132950425,"(51.148736132950425, -114.17690535230508)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,LACQUERED WOOD,,WIN854,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.05193249951311,51.0770550008759,"(51.0770550008759, -114.05193249951311)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,"NO BACK, ORIENTATION SW/NE",GAG558,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12698844532696,51.00306316506553,"(51.00306316506553, -114.12698844532696)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,BLN003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09005885731332,51.038578514546174,"(51.038578514546174, -114.09005885731332)"
3,MEMORIAL BENCH,LORAN & DOROTHY PILLING,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 2,ROX263,ROXBORO PARK,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0652337533482,51.02772404169263,"(51.02772404169263, -114.0652337533482)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,LACQUERED WOOD,ACR 3,DNC102,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07037852870418,51.047251485842345,"(51.047251485842345, -114.07037852870418)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,ALB635,,PROVINCE OF ALBERTA,CALGARY PARKS,,ACTIVE,-114.00380948966357,51.04081908732641,"(51.04081908732641, -114.00380948966357)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,DNC100,,CORPORATE PROPERTIES,CALGARY PARKS,,ACTIVE,-114.05927853663601,51.046181911489285,"(51.046181911489285, -114.05927853663601)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,DNC100,,CORPORATE PROPERTIES,CALGARY PARKS,,ACTIVE,-114.05839819488554,51.045822393201725,"(51.045822393201725, -114.05839819488554)"
3,MEMORIAL BENCH,SOMERVILLE MEMORIAL LTD,NE,PRESENT,,NOT PARKS FOUNDATION - INVESTIGATE,STONE OR OTHER WITHOUT FINISH,MARBLE,QPK065,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.07271632443909,51.08226447379519,"(51.08226447379519, -114.07271632443909)"
3,MEMORIAL BENCH,STEVE & MYRTLE KILROE,S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 2 BANK ERODED ALMOST TO BASE OF BENCH,PKD503,BOW RIV N-PARKDALE BLVD & 3RD AVE B85 OUTFALL,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.13428016778386,51.05618257241869,"(51.05618257241869, -114.13428016778386)"
5,PARKS BENCH,,N,NOT APPLICABLE,,,NATURAL WOOD,MAINTAINED BY WILL BE LEASE HOLDER - FORT CALGARY; NO DWGS PLANS; USED ORTHO & GOOGLE MAPS FOR REFERENCE; SEE PHOTO ING012,ING012,,CALGARY PARKS SHARED,DEVELOPER CONSTRUCTION,"CMLC PROJECT;2017/02/09: LEASE HOLDER = FORT CALGARY SEE REPOSITORY FOR MORE INFO R:\AGREEMENTS\LEASEorLICENSE_OF_OCCUPATION\DNE\FORT_CALGARY&DEAN_HOUSE; CONTACT K FORSTER,CIVIC PARTNER CONSULTANT,CIVIC PARTNERS;SEATING WALL; BASE CONCRETE; SEAT WOOD",INSTALLED,-114.04124761036363,51.044274483817304,"(51.044274483817304, -114.04124761036363)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,DNC101,,CALGARY ROADS,CALGARY ROADS,,ACTIVE,-114.06731642322467,51.04570784858879,"(51.04570784858879, -114.06731642322467)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,REN125,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,-114.04448635895103,51.06612321767574,"(51.06612321767574, -114.04448635895103)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,LACQUERED WOOD,XX ACR 3 LACQUER IS WEARNING OFF & BLUE PAINT ON ARMREST,SAD379,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.92388300350518,51.13283096232424,"(51.13283096232424, -113.92388300350518)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,ACR 2,PKH200,,CALGARY PARKS,CALGARY PARKS AND OTHER BU,,ACTIVE,-114.06811467707448,51.01674847175934,"(51.01674847175934, -114.06811467707448)"
3,MEMORIAL BENCH,"GORDON, WALLY, DON ROGERS",E,PRESENT,,NOT PARKS FOUNDATION - INVESTIGATE,LACQUERED WOOD,,BLN005,NEXT TO LOUGHEED HOUSE,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.07675277291162,51.04029690649252,"(51.04029690649252, -114.07675277291162)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,LKV506,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.11974585890677,50.99288592796658,"(50.99288592796658, -114.11974585890677)"
6,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,MAGLIN,,NATURAL WOOD,2017/07/17: ORGINAL DATES (2016-04-15) FROM J MCDONALD FROM TCA FORM; BUT IS ACTUALLY PART OF A PLANNING PROJECT- PROJECT MANAGER J JONES.  DATES CHANGED SHOWING ACTUAL CCC/FAC DATES.  NO PLANS SUBMITTED.,WIN850,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.05281435290631,51.06840855968508,"(51.06840855968508, -114.05281435290631)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,PAT822,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17488071699182,51.064168134924564,"(51.064168134924564, -114.17488071699182)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,HPK820,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.0659482534287,51.08543109333617,"(51.08543109333617, -114.0659482534287)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,,,SGH008,42 SAGE MEADOWS PA NW,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12903277815579,51.17562049651178,"(51.17562049651178, -114.12903277815579)"
3,MEMORIAL BENCH,,NW,NOT INSTALLED,,PARKS FOUNDATION,LACQUERED WOOD,,GPK056,,CALGARY WATER,CALGARY PARKS SHARED,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.11874495295093,50.97403671956651,"(50.97403671956651, -114.11874495295093)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,ACR 4FLD ACR 5. MISSING WOOD PLANK ON SEAT. PEELING PAINT. SEE PICTURE,RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.02697087216085,50.97445184587272,"(50.97445184587272, -114.02697087216085)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PLASTICIZED,,SHS001,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,ACTIVE,-114.08039378333136,50.92343523242518,"(50.92343523242518, -114.08039378333136)"
6,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,LACQUERED WOOD,2018/01/29: PRAIRIE WINDS PARK REDEVELOPMENT; PROJECT MANAGER M WONG,WES099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.97118071866869,51.10285808514293,"(51.10285808514293, -113.97118071866869)"
3,MEMORIAL BENCH,RAINER GRABOW,S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,XX ACR 2,PKL535,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04078326344332,50.92471009610203,"(50.92471009610203, -114.04078326344332)"
